"Id","Elected","Amount","Label","Size","Color","ElectColor"
"kim schrier",TRUE,636256,"Kim Schrier",3.80507471720565,"blue","blue"
"debbie schultz",TRUE,197510,"Debbie Schultz",3.38500183849911,"blue","blue"
"jonah schulz",FALSE,13904,"Jonah Schulz",2.59605551841257,"red","grey"
"charles schumer",TRUE,2062884,"Charles Schumer",4.28003657949407,"blue","blue"
"david schweikert",TRUE,149200,"David Schweikert",3.29137133366348,"red","red"
"austin scott",TRUE,104650,"Austin Scott",3.17668332448138,"red","red"
"bobby scott",TRUE,110650,"Bobby Scott",3.19444298982504,"blue","blue"
"david scott",TRUE,198300,"David Scott",3.3863533398819,"blue","blue"
"tim scott",TRUE,525860,"Tim Scott",3.7332494837083,"red","red"
"antoinette lopez",FALSE,11250,"Antoinette Lopez",2.54164711354235,"blue","grey"
"marissa selvig",FALSE,5842,"Marissa Selvig",2.38043405783142,"red","grey"
"pete sessions",TRUE,103200,"Pete Sessions",3.17225411729156,"red","red"
"jerrod sessler",FALSE,16650,"Jerrod Sessler",2.6432693722133,"red","grey"
"terri sewell",TRUE,161000,"Terri Sewell",3.31651974787013,"blue","blue"
"barbara sharief",FALSE,41950,"Barbara Sharief",2.89916675889984,"blue","grey"
"alaina shearer",FALSE,3700,"Alaina Shearer",2.27415557997424,"blue","grey"
"timothy shepard",FALSE,9920,"Timothy Shepard",2.50986965126408,"blue","grey"
"brad sherman",TRUE,197100,"Brad Sherman",3.38429850758235,"blue","blue"
"mikie sherrill",TRUE,262185,"Mikie Sherrill",3.48225671189613,"blue","blue"
"ashmi sheth",FALSE,50301,"Ashmi Sheth",2.95228079850896,"blue","grey"
"scott sifton",FALSE,68840,"Scott Sifton",3.04638007483506,"blue","grey"
"mike simpson",TRUE,109550,"Mike Simpson",3.19125301550547,"red","red"
"albio sires",FALSE,47250,"Albio Sires",2.9338653723073,"blue","grey"
"jeffrey sites",FALSE,37825,"Jeffrey Sites",2.86931278643897,"blue","grey"
"alek skarlatos",FALSE,111202,"Alek Skarlatos",3.19603303633045,"red","grey"
"elissa slotkin",TRUE,581465,"Elissa Slotkin",3.77096375226681,"blue","blue"
"tiffany smiley",FALSE,159349,"Tiffany Smiley",3.31310297333558,"red","grey"
"adam smith",TRUE,228140,"Adam Smith",3.43415698197133,"blue","blue"
"adrian smith",TRUE,119700,"Adrian Smith",3.21965557372853,"red","red"
"aja smith",FALSE,14135,"Aja Smith",2.60033667495807,"red","grey"
"chris smith",TRUE,122074,"Chris Smith",3.22598480563408,"red","red"
"christy smith",FALSE,136285,"Christy Smith",3.26170594991815,"blue","grey"
"darin smith",FALSE,64400,"Darin Smith",3.02613700780271,"red","grey"
"erica smith",FALSE,62582,"Erica Smith",3.01748377672917,"blue","grey"
"gina smith",FALSE,32518,"Gina Smith",2.82626176147941,"red","grey"
"gregg smith",FALSE,12400,"Gregg Smith",2.56650531815562,"blue","grey"
"jason smith",TRUE,200900,"Jason Smith",3.39076735803834,"red","red"
"sancha smith",FALSE,6050,"Sancha Smith",2.38877660731206,"red","grey"
"sandy smith",FALSE,59953,"Sandy Smith",3.00456145857339,"red","grey"
"shirley smith",FALSE,12400,"Shirley Smith",2.56650531815562,"blue","grey"
"wesley smith",FALSE,44050,"Wesley Smith",2.91336293917651,"3","grey"
"lloyd smucker",TRUE,148850,"Lloyd Smucker",3.29059841285838,"red","red"
"jerry solis",FALSE,7056,"Jerry Solis",2.42580483432347,"red","grey"
"gavriel soriano",FALSE,1216,"Gavriel Soriano",2.03466707550971,"red","grey"
"jeff sossa-paquette",FALSE,11550,"Jeff Sossa-Paquette",2.54834485407387,"red","grey"
"darren soto",TRUE,215700,"Darren Soto",3.41495523037759,"blue","blue"
"carla spalding",FALSE,38809,"Carla Spalding",2.8766912027829,"red","grey"
"abigail spanberger",TRUE,440973,"Abigail Spanberger",3.66810027866693,"blue","blue"
"victoria spartz",TRUE,138950,"Victoria Spartz",3.26802864911068,"red","red"
"jackie speier",FALSE,64300,"Jackie Speier",3.02566678208433,"blue","grey"
"lavern spicer",FALSE,15373,"Lavern Spicer",2.62226067895573,"red","grey"
"heidi john",FALSE,86276,"Heidi John",3.11593938150724,"red","grey"
"judith stahl",FALSE,50800,"Judith Stahl",2.95519655096983,"blue","grey"
"melanie stansbury",TRUE,198028,"Melanie Stansbury",3.38588856068809,"blue","blue"
"greg stanton",TRUE,221193,"Greg Stanton",3.42355364898312,"blue","blue"
"baxter stapleton",FALSE,1500,"Baxter Stapleton",2.07782575876,"blue","grey"
"pete stauber",TRUE,283500,"Pete Stauber",3.50958129158352,"red","red"
"michelle steel",TRUE,137780,"Michelle Steel",3.26526638976506,"red","red"
"michael steele",FALSE,3510,"Michael Steele",2.26219850814938,"3","grey"
"elise stefanik",TRUE,125239,"Elise Stefanik",3.23425277258797,"red","red"
"bryan steil",TRUE,225250,"Bryan Steil",3.42978170929287,"red","red"
"john stephens",FALSE,4655,"John Stephens",2.32697634535302,"blue","grey"
"everett stern",FALSE,10800,"Everett Stern",2.53129275175228,"red","grey"
"greg steube",TRUE,127500,"Greg Steube",3.24004482426445,"red","red"
"haley stevens",TRUE,933572,"Haley Stevens",3.95380077110048,"blue","blue"
"brian stewart",FALSE,24347,"Brian Stewart",2.74564602062833,"red","grey"
"chris stewart",TRUE,151285,"Chris Stewart",3.29594219974451,"red","red"
"alex stovall",FALSE,10350,"Alex Stovall",2.52054255983057,"red","grey"
"sharif street",FALSE,55800,"Sharif Street",2.98306983077215,"blue","grey"
"marilyn strickland",TRUE,132404,"Marilyn Strickland",3.25229634115703,"blue","blue"
"dale strong",TRUE,252200,"Dale Strong",3.46876204261448,"red","red"
"scott sturm",FALSE,9385,"Scott Sturm",2.49599337161842,"blue","grey"
"tom suozzi",FALSE,171500,"Tom Suozzi",3.33753948563686,"blue","grey"
"kevin surdi",FALSE,6445,"Kevin Surdi",2.40393262851799,"red","grey"
"darlene swaffar",FALSE,35087,"Darlene Swaffar",2.84783369161891,"red","grey"
"eric swalwell",TRUE,148495,"Eric Swalwell",3.28981277762945,"blue","blue"
"mark takano",TRUE,107300,"Mark Takano",3.1846372613809,"blue","blue"
"greg tanaka",FALSE,35335,"Greg Tanaka",2.84984020792075,"blue","grey"
"omar tarazi",FALSE,40600,"Omar Tarazi",2.88969897141509,"red","grey"
"hector tavarez",FALSE,12950,"Hector Tavarez",2.57766798064284,"blue","grey"
"priscilla taylor",FALSE,6705,"Priscilla Taylor",2.41345873783694,"blue","grey"
"van taylor",FALSE,302948,"Van Taylor",3.53294445066498,"red","grey"
"claudia tenney",TRUE,158449,"Claudia Tenney",3.3112269663359,"red","red"
"michael maat",FALSE,10983,"Michael Maat",2.53554952875286,"L","grey"
"bennie thompson",TRUE,100285,"Bennie Thompson",3.16317775553153,"blue","blue"
"glenn thompson",TRUE,120649,"Glenn Thompson",3.22219910481938,"red","red"
"mackenzie thompson",FALSE,1500,"MacKenzie Thompson",2.07782575876,"red","grey"
"michael thompson",TRUE,19255,"Michael Thompson",2.68197269674982,"blue","blue"
"mike thompson",TRUE,161081,"Mike Thompson",3.31668656606885,"blue","blue"
"john thune",TRUE,602111,"John Thune",3.78414401450752,"red","red"
"perry thurston",FALSE,55809,"Perry Thurston",2.98311794130989,"blue","grey"
"tom tiffany",TRUE,99700,"Tom Tiffany",3.1613276937092,"red","red"
"jane timken",FALSE,157781,"Jane Timken",3.30982834145579,"red","grey"
"william timmons",TRUE,114550,"William Timmons",3.20552751722956,"red","red"
"dina titus",TRUE,211060,"Dina Titus",3.40753710322221,"blue","blue"
"rashida tlaib",TRUE,120050,"Rashida Tlaib",3.22059575706578,"blue","blue"
"spencer toder",FALSE,43650,"Spencer Toder",2.91070656084938,"blue","grey"
"paul tonko",TRUE,121513,"Paul Tonko",3.22449920588343,"blue","blue"
"leah toomim",FALSE,4200,"Leah Toomim",2.30316434699634,"red","grey"
"norma torres",TRUE,124950,"Norma Torres",3.2335056641974,"blue","blue"
"ritchie torres",TRUE,478358,"Ritchie Torres",3.69807150354523,"blue","blue"
"gilead towne",FALSE,2936,"Gilead Towne",2.2221614291775,"red","grey"
"lori trahan",TRUE,132940,"Lori Trahan",3.25361054867204,"blue","blue"
"brittany trambauer-smith",FALSE,3000,"Brittany Trambauer-Smith",2.2269585080133,"blue","grey"
"david trone",TRUE,116400,"David Trone",3.21066724949773,"blue","blue"
"kelly tshibaka",FALSE,186525,"Kelly Tshibaka",3.36568684181174,"red","grey"
"michael turner",TRUE,155200,"Michael Turner",3.30437381262443,"red","red"
"nina turner",FALSE,132069,"Nina Turner",3.25147252786618,"blue","grey"
"lauren underwood",TRUE,477238,"Lauren Underwood",3.69720474466881,"blue","blue"
"fred upton",FALSE,424532,"Fred Upton",3.65418931321324,"red","grey"
"david valadao",FALSE,124300,"David Valadao",3.23181961771209,"red","grey"
"donald valdez",FALSE,26450,"Donald Valdez",2.76848750425882,"blue","grey"
"jeff drew",TRUE,299383,"Jeff Drew",3.52876480782098,"red","red"
"beth duyne",TRUE,144703,"Beth Duyne",3.28131371310157,"red","red"
"chris hollen",TRUE,364940,"Chris Hollen",3.59933398272895,"blue","blue"
"jacob vandenplas",FALSE,7400,"Jacob VandenPlas",2.43737960029522,"L","grey"
"juan vargas",TRUE,165280,"Juan Vargas",3.32523260627485,"blue","blue"
"marc veasey",TRUE,145500,"Marc Veasey",3.28311654213353,"blue","blue"
"nydia velazquez",FALSE,110868,"Nydia Velazquez",3.19507179410645,"blue","grey"
"amy vilela",FALSE,38496,"Amy Vilela",2.87436264758793,"blue","grey"
"lucie volotzky",FALSE,17300,"Lucie Volotzky",2.65341151988823,"red","grey"
"ann wagner",TRUE,240800,"Ann Wagner",3.45275408897609,"red","red"
"tim walberg",TRUE,166600,"Tim Walberg",3.32787878950027,"red","red"
"jackie walorski",FALSE,217850,"Jackie Walorski",3.41834393120287,"red","grey"
"michael waltz",TRUE,125500,"Michael Waltz",3.23492616456382,"red","red"
"casey wardynski",FALSE,137280,"Casey Wardynski",3.26407949363272,"red","grey"
"raphael warnock",FALSE,1487431,"Raphael Warnock",4.14232035426925,"blue","grey"
"allen waters",FALSE,7430,"Allen Waters",2.43836592911123,"red","grey"
"maxine waters",TRUE,164300,"Maxine Waters",3.32325568487915,"blue","blue"
"richard watkins",FALSE,21785,"Richard Watkins",2.71528710055283,"blue","grey"
"randy weber",TRUE,132415,"Randy Weber",3.25232335991957,"red","red"
"daniel webster",TRUE,119100,"Daniel Webster",3.21803805939569,"red","red"
"joshua weil",FALSE,7120,"Joshua Weil",2.42799618134986,"blue","grey"
"peter welch",TRUE,197116,"Peter Welch",3.38432597932167,"blue","blue"
"eric welsh",FALSE,10801,"Eric Welsh",2.5313161886716,"red","grey"
"brad wenstrup",TRUE,138575,"Brad Wenstrup",3.26714559647805,"red","red"
"bruce westerman",TRUE,129153,"Bruce Westerman",3.24422113950938,"red","red"
"jennifer wexton",TRUE,183756,"Jennifer Wexton",3.36065671900049,"blue","blue"
"susan wild",TRUE,392996,"Susan Wild",3.62609195266638,"blue","blue"
"colin wilhelm",FALSE,9860,"Colin Wilhelm",2.50834743721169,"blue","grey"
"mckayla wilkes",FALSE,22384,"Mckayla Wilkes",2.72266224913343,"blue","grey"
"marsha williams",FALSE,7695,"Marsha Williams",2.44692615106245,"yellow","grey"
"nikema williams",TRUE,136850,"Nikema Williams",3.26305564714038,"blue","blue"
"roger williams",TRUE,123300,"Roger Williams",3.22921014091978,"red","red"
"frederica wilson",TRUE,99100,"Frederica Wilson",3.15942001763936,"blue","blue"
"joe wilson",TRUE,109300,"Joe Wilson",3.19052400250956,"red","red"
"claire wirth",FALSE,8030,"Claire Wirth",2.45737567245695,"red","grey"
"rob wittman",TRUE,176800,"Rob Wittman",3.34771305619251,"red","red"
"steve womack",TRUE,149200,"Steve Womack",3.29137133366348,"red","red"
"marisa wood",FALSE,45850,"Marisa Wood",2.92505430922676,"blue","grey"
"michael wood",FALSE,62600,"Michael Wood",3.01757055516274,"red","grey"
"susan wright",FALSE,154030,"Susan Wright",3.30187426640735,"red","grey"
"ron wyden",TRUE,543296,"Ron Wyden",3.74544695512127,"blue","blue"
"john yarmuth",FALSE,91300,"John Yarmuth",3.13362539256873,"blue","grey"
"don young",FALSE,117158,"Don Young",3.212751943095,"red","grey"
"rubin young",FALSE,3250,"Rubin Young",2.24485521639803,"red","grey"
"todd young",TRUE,636624,"Todd Young",3.80529473920593,"red","red"
"peter yu",FALSE,24900,"Peter Yu",2.75181944217878,"red","grey"
"lily zhou",FALSE,3500,"Lily Zhou",2.26155317937256,"red","grey"
"marina zimmerman",FALSE,6540,"Marina Zimmerman",2.4074527647235,"red","grey"
"jeff zink",FALSE,14453,"Jeff Zink",2.60612834798878,"red","grey"
"ryan zinke",TRUE,145000,"Ryan Zinke",3.28198657491578,"red","red"
"walt disney co",FALSE,170174,"Walt Disney Co",3.33494995147,"black","grey"
"101 family medical group",FALSE,5700,"101 Family Medical Group",2.37458371773875,"black","grey"
"forplay inc",FALSE,5550,"Forplay Inc",2.36825955567249,"black","grey"
"dss management inc",FALSE,5000,"Dss Management Inc",2.3436729115921,"black","grey"
"national council of urban indian healt",FALSE,4534,"National Council of Urban Indian Healt",2.32085576782697,"black","grey"
"ashmi for congress",FALSE,16550,"Ashmi for Congress",2.64167751597508,"black","grey"
"softsource inc",FALSE,4000,"Softsource Inc",2.29195453899233,"black","grey"
"truebill",FALSE,6700,"Truebill",2.41327870286259,"black","grey"
"university of california",FALSE,1775608,"University of California",4.2163311144793,"black","grey"
"california state university",FALSE,43323,"California State University",2.90851864561209,"black","grey"
"alphabet inc",FALSE,2142620,"Alphabet Inc",4.29629916888695,"black","grey"
"harvard university",FALSE,286401,"Harvard University",3.51315614678083,"black","grey"
"matrix anesthesia",FALSE,7050,"Matrix Anesthesia",2.42559847942753,"black","grey"
"touchpoint meda",FALSE,6800,"Touchpoint Meda",2.41685664568529,"black","grey"
"cleveland va research foundation",FALSE,5750,"Cleveland Va Research Foundation",2.37665850906002,"black","grey"
"apple inc",FALSE,275492,"Apple Inc",3.49953949472822,"black","grey"
"justice democrats",FALSE,25475,"Justice Democrats",2.75810896090827,"black","grey"
"meta",FALSE,91057,"Meta",3.13279036023094,"black","grey"
"vanderbilt university",FALSE,9147,"Vanderbilt University",2.48959021231543,"black","grey"
"archer auto group",FALSE,66777,"Archer Auto Group",3.03712516592041,"black","grey"
"forest city heating & a/c",FALSE,2783,"Forest City Heating & A/C",2.21030049340384,"black","grey"
"apollo global management",FALSE,1336432,"Apollo Global Management",4.0982145096613,"black","grey"
"blue cross/blue shield",FALSE,1298620,"Blue Cross/Blue Shield",4.08646900009153,"black","grey"
"wells fargo",FALSE,229150,"Wells Fargo",3.43567429937688,"black","grey"
"duke energy",FALSE,75900,"Duke Energy",3.07626806876196,"black","grey"
"truist financial",FALSE,46200,"Truist Financial",2.92727954183981,"black","grey"
"american federation of state/cnty/munic employees",FALSE,697900,"American Federation of State/Cnty/Munic Employees",3.84042528012757,"black","grey"
"american federation of teachers",FALSE,503350,"American Federation of Teachers",3.71695246693862,"black","grey"
"american postal workers union",FALSE,34500,"American Postal Workers Union",2.84303305755304,"black","grey"
"at&t inc",FALSE,320915,"AT&T Inc",3.55335830228342,"black","grey"
"home depot",FALSE,235889,"Home Depot",3.44564689038789,"black","grey"
"mcwane inc",FALSE,38900,"McWane Inc",2.87736502351609,"black","grey"
"drummond co",FALSE,17000,"Drummond Co",2.64877392283258,"black","grey"
"maynard, cooper & gale",FALSE,28000,"Maynard, Cooper & Gale",2.78429856226697,"black","grey"
"general atomics",FALSE,309790,"General Atomics",3.54084356075028,"black","grey"
"parker towing",FALSE,13200,"Parker Towing",2.58260146543747,"black","grey"
"dai-ichi life",FALSE,52200,"Dai-Ichi Life",2.96324152040438,"black","grey"
"southern co",FALSE,96000,"Southern Co",3.14939492487456,"black","grey"
"sierra nevada corp",FALSE,118200,"Sierra Nevada Corp",3.21559798357423,"black","grey"
"hunt companies",FALSE,143000,"Hunt Companies",3.27743135108392,"black","grey"
"honeywell international",FALSE,205357,"Honeywell International",3.39821577116799,"black","grey"
"herzog",FALSE,277900,"Herzog",3.50258638092515,"black","grey"
"lockton companies",FALSE,72750,"Lockton Companies",3.06325604887083,"black","grey"
"value health inc",FALSE,35000,"Value Health Inc",2.84712676763601,"black","grey"
"nueterra capital",FALSE,68200,"Nueterra Capital",3.04353596047765,"black","grey"
"ecco select",FALSE,26500,"Ecco Select",2.76901040317637,"black","grey"
"kiewit corp",FALSE,45700,"Kiewit Corp",2.92409595497565,"black","grey"
"cohen-esrey real estate services",FALSE,34400,"Cohen-Esrey Real Estate Services",2.84220791315206,"black","grey"
"oracle corp",FALSE,37215,"Oracle Corp",2.86465154640781,"black","grey"
"crossland construction",FALSE,45500,"Crossland Construction",2.92281373590326,"black","grey"
"tifec llc",FALSE,20300,"Tifec LLC",2.69618447594026,"black","grey"
"supporting electing american leaders",FALSE,46750,"Supporting Electing American Leaders",2.9307458691163,"black","grey"
"cessna communications",FALSE,1672,"Cessna Communications",2.10050455333685,"black","grey"
"pre-3",FALSE,1425,"Pre-3",2.06719519307128,"black","grey"
"hyundai motor america",FALSE,1416,"Hyundai Motor America",2.06588587055235,"black","grey"
"baymont inn suites",FALSE,1365,"Baymont Inn Suites",2.05832175918459,"black","grey"
"regenesis biomedical",FALSE,1354,"Regenesis Biomedical",2.05665699233105,"black","grey"
"horse boarding",FALSE,1218,"Horse Boarding",2.03500147727302,"black","grey"
"wholistic health coach",FALSE,1160,"Wholistic Health Coach",2.0250968537155,"black","grey"
"andrew farms",FALSE,1105,"Andrew Farms",2.01528386497602,"black","grey"
"project management consultant",FALSE,1084,"Project Management Consultant",2.01142076011192,"black","grey"
"votesane pac",FALSE,3611648,"Votesane PAC",4.52658355837782,"black","grey"
"american israel public affairs cmte",FALSE,4953544,"American Israel Public Affairs Cmte",4.67187917556204,"black","grey"
"gentex",FALSE,59300,"Gentex",3.00127277940965,"black","grey"
"comcast corp",FALSE,904668,"Comcast Corp",3.94138557572567,"black","grey"
"rock holdings",FALSE,792695,"Rock Holdings",3.88965078506962,"black","grey"
"microsoft corp",FALSE,808055,"Microsoft Corp",3.89712281235473,"black","grey"
"telacu",FALSE,13700,"Telacu",2.59222119177392,"black","grey"
"gentex corp",FALSE,13200,"Gentex Corp",2.58260146543747,"black","grey"
"sahara",FALSE,17400,"Sahara",2.65494130875771,"black","grey"
"amazon.com",FALSE,457463,"Amazon.com",3.68159148929953,"black","grey"
"advocate aurora health",FALSE,29050,"Advocate Aurora Health",2.79456756204704,"black","grey"
"bofa",FALSE,9850,"Bofa",2.50809292474147,"black","grey"
"accenture",FALSE,10800,"Accenture",2.53129275175228,"black","grey"
"dysis",FALSE,9000,"Dysis",2.48555999840561,"black","grey"
"hyline dental",FALSE,8500,"Hyline Dental",2.47139345712517,"black","grey"
"mansoor pediatrics",FALSE,8500,"Mansoor Pediatrics",2.47139345712517,"black","grey"
"the majority rules",FALSE,10000,"The Majority Rules",2.51188643150958,"black","grey"
"baupost group",FALSE,50300,"Baupost Group",2.95227492922761,"black","grey"
"breakthru beverage group",FALSE,40313,"Breakthru Beverage Group",2.88764972597818,"black","grey"
"intelligent communication systems",FALSE,9200,"Intelligent Communication Systems",2.49102899546772,"black","grey"
"intermediate capital group",FALSE,5800,"Intermediate Capital Group",2.37871712596217,"black","grey"
"always best care",FALSE,5000,"Always Best Care",2.3436729115921,"black","grey"
"drd consulting",FALSE,5000,"DRD Consulting",2.3436729115921,"black","grey"
"unite here",FALSE,26750,"UNITE HERE",2.77161165310951,"black","grey"
"united food & commercial workers union",FALSE,100717,"United Food & Commercial Workers Union",3.16453773068448,"black","grey"
"tuckahoe brewery",FALSE,4500,"Tuckahoe Brewery",2.31910948095661,"black","grey"
"black rifle coffee",FALSE,14500,"Black Rifle Coffee",2.60697460244164,"black","grey"
"buff enterprises",FALSE,25700,"Buff Enterprises",2.76053534662445,"black","grey"
"rapid loop consulting llc",FALSE,5800,"Rapid Loop Consulting LLC",2.37871712596217,"black","grey"
"x strategies",FALSE,23500,"X Strategies",2.73594136884022,"black","grey"
"hughes investments (south carolina)",FALSE,3000,"Hughes Investments (South Carolina)",2.2269585080133,"black","grey"
"blair florida llc",FALSE,2900,"Blair Florida LLC",2.21942155605632,"black","grey"
"de groote financial group",FALSE,2900,"De Groote Financial Group",2.21942155605632,"black","grey"
"federal savings bank",FALSE,2900,"Federal Savings Bank",2.21942155605632,"black","grey"
"firearms",FALSE,2900,"Firearms",2.21942155605632,"black","grey"
"hjr global",FALSE,2900,"Hjr Global",2.21942155605632,"black","grey"
"pollard lumber",FALSE,17400,"Pollard Lumber",2.65494130875771,"black","grey"
"mau workforce solutions",FALSE,11600,"MAU Workforce Solutions",2.54944589048686,"black","grey"
"yancey brothers",FALSE,104633,"Yancey Brothers",3.17663171667953,"black","grey"
"aflac inc",FALSE,164850,"AFLAC Inc",3.32436648407763,"black","grey"
"american crystal sugar",FALSE,490000,"American Crystal Sugar",3.70697458059535,"black","grey"
"majority cmte pac",FALSE,470000,"Majority Cmte PAC",3.69155876121664,"black","grey"
"national assn of realtors",FALSE,342000,"National Assn of Realtors",3.57604199783912,"black","grey"
"national auto dealers assn",FALSE,172500,"National Auto Dealers Assn",3.33948048522726,"black","grey"
"national chicken council",FALSE,17500,"National Chicken Council",2.65646320529195,"black","grey"
"esquire litigation group",FALSE,2600,"Esquire Litigation Group",2.19531747675016,"black","grey"
"black girl magic museum llc",FALSE,1000,"Black Girl Magic Museum LLC",1.99526231496888,"black","grey"
"hamumu games",FALSE,1000,"Hamumu Games",1.99526231496888,"black","grey"
"twitter",FALSE,1000,"Twitter",1.99526231496888,"black","grey"
"democracy engine",FALSE,8895196,"Democracy Engine",4.95353860742277,"black","grey"
"j street",FALSE,2299189,"J Street",4.32670681137281,"black","grey"
"university of texas",FALSE,39295,"University of Texas",2.88027350407072,"black","grey"
"american airlines group",FALSE,101005,"American Airlines Group",3.1654414671313,"black","grey"
"jones day",FALSE,38708,"Jones Day",2.87594166881548,"black","grey"
"akin, gump et al",FALSE,395954,"Akin, Gump et al",3.62881203702563,"black","grey"
"frontline usa",FALSE,1037604,"Frontline USA",3.99579467447721,"black","grey"
"perkins coie",FALSE,20900,"Perkins Coie",2.70404944475387,"black","grey"
"dorchester minerals",FALSE,11600,"Dorchester Minerals",2.54944589048686,"black","grey"
"southern new hampshire university",FALSE,2450,"Southern New Hampshire University",2.18231083263905,"black","grey"
"bcps.org",FALSE,1550,"Bcps.Org",2.08465009493293,"black","grey"
"noramax productions",FALSE,1410,"Noramax Productions",2.06500882154237,"black","grey"
"collinear networks",FALSE,1000,"Collinear Networks",1.99526231496888,"black","grey"
"prime lube",FALSE,1000,"Prime Lube",1.99526231496888,"black","grey"
"clearpath foundation",FALSE,81200,"ClearPath Foundation",3.09710267228112,"black","grey"
"peak capital",FALSE,11600,"Peak Capital",2.54944589048686,"black","grey"
"peppermill casinos",FALSE,11600,"Peppermill Casinos",2.54944589048686,"black","grey"
"south point hotel & casino",FALSE,11200,"South Point Hotel & Casino",2.54051522698121,"black","grey"
"american society of anesthesiologists",FALSE,66500,"American Society of Anesthesiologists",3.03586296755838,"black","grey"
"blackrock inc",FALSE,183900,"BlackRock Inc",3.3609199833275,"black","grey"
"eye of the tiger pac",FALSE,410000,"Eye of the Tiger PAC",3.64148382883436,"black","grey"
"nationsroot inc",FALSE,2900,"Nationsroot Inc",2.21942155605632,"black","grey"
"prime solution",FALSE,2900,"Prime Solution",2.21942155605632,"black","grey"
"ramoco fuels",FALSE,2900,"Ramoco Fuels",2.21942155605632,"black","grey"
"university of north carolina",FALSE,206110,"University of North Carolina",3.39945977259253,"black","grey"
"granuals pharmaceuticals",FALSE,2500,"Granuals Pharmaceuticals",2.18672414788656,"black","grey"
"sentinel pac",FALSE,1000,"Sentinel PAC",1.99526231496888,"black","grey"
"shipays inn",FALSE,2000,"Shipays Inn",2.13846919998238,"black","grey"
"cleveland clinic",FALSE,83226,"Cleveland Clinic",3.10474475593616,"black","grey"
"la care",FALSE,1600,"La Care",2.09127910518255,"black","grey"
"growth accelerators llc",FALSE,1036,"Growth Accelerators LLC",2.0023314813401,"black","grey"
"carson healthcare services llc",FALSE,1000,"Carson Healthcare Services LLC",1.99526231496888,"black","grey"
"kaiser permanente",FALSE,158867,"Kaiser Permanente",3.31209945685963,"black","grey"
"los angeles unified school district",FALSE,2326,"Los Angeles Unified School District",2.17100573668339,"black","grey"
"prs inc",FALSE,5800,"Prs Inc",2.37871712596217,"black","grey"
"bladewerx",FALSE,1000,"Bladewerx",1.99526231496888,"black","grey"
"ga brunacini construction co",FALSE,1000,"Ga Brunacini Construction Co",1.99526231496888,"black","grey"
"defeat republicans pac",FALSE,15000,"Defeat Republicans PAC",2.61582764898346,"black","grey"
"maryvale preparatory academy",FALSE,11600,"Maryvale Preparatory Academy",2.54944589048686,"black","grey"
"axa",FALSE,6800,"AXA",2.41685664568529,"black","grey"
"bain capital",FALSE,165050,"Bain Capital",3.3247695842216,"black","grey"
"county bank",FALSE,5800,"County Bank",2.37871712596217,"black","grey"
"mckinsey & co",FALSE,39300,"McKinsey & Co",2.88031015133622,"black","grey"
"mickles enterprises",FALSE,5800,"Mickles Enterprises",2.37871712596217,"black","grey"
"nms property services",FALSE,8600,"Nms Property Services",2.47428569979923,"black","grey"
"miramar capital",FALSE,2900,"Miramar Capital",2.21942155605632,"black","grey"
"emily's list",FALSE,2789251,"EMILY's List",4.4111188550023,"black","grey"
"drexel university",FALSE,19923,"Drexel University",2.69113493140396,"black","grey"
"jefferson health system",FALSE,11350,"Jefferson Health System",2.54389736900272,"black","grey"
"manko, gold et al",FALSE,10798,"Manko, Gold et al",2.5312458720538,"black","grey"
"temple university",FALSE,10790,"Temple University",2.53105827507857,"black","grey"
"stanford university",FALSE,305992,"Stanford University",3.53647837856389,"black","grey"
"rmk assoc",FALSE,8700,"Rmk Assoc",2.47714783166485,"black","grey"
"tsci llc",FALSE,8700,"Tsci LLC",2.47714783166485,"black","grey"
"huck pac",FALSE,140000,"Huck PAC",3.27048983445151,"black","grey"
"t&t staff management",FALSE,5800,"T&T Staff Management",2.37871712596217,"black","grey"
"development services llc",FALSE,2900,"Development Services LLC",2.21942155605632,"black","grey"
"nolan capital (texas)",FALSE,3941,"Nolan Capital (Texas)",2.28855125521124,"black","grey"
"pedraza chb",FALSE,2900,"Pedraza Chb",2.21942155605632,"black","grey"
"american one source",FALSE,2500,"American One Source",2.18672414788656,"black","grey"
"avm",FALSE,7045,"Avm",2.42542639623927,"black","grey"
"no info",FALSE,1140,"No Info",2.02157791827883,"black","grey"
"no info given",FALSE,1064,"No Info Given",2.007678474987,"black","grey"
"jackson walker llp",FALSE,1043,"Jackson Walker LLP",2.00368031190586,"black","grey"
"nacco industries",FALSE,20700,"NACCO Industries",2.7014506268197,"black","grey"
"continental resources",FALSE,32310,"Continental Resources",2.82444873042003,"black","grey"
"hess corp",FALSE,35400,"Hess Corp",2.85036401279471,"black","grey"
"cerberus capital management",FALSE,82200,"Cerberus Capital Management",3.1008958639235,"black","grey"
"corwin auto",FALSE,11600,"Corwin Auto",2.54944589048686,"black","grey"
"jordahl custom homes",FALSE,11600,"Jordahl Custom Homes",2.54944589048686,"black","grey"
"north dakota petroleum council",FALSE,10500,"North Dakota Petroleum Council",2.52417191280777,"black","grey"
"united energy",FALSE,10500,"United Energy",2.52417191280777,"black","grey"
"caprock cardiovascular center",FALSE,11600,"Caprock Cardiovascular Center",2.54944589048686,"black","grey"
"american hospital assn",FALSE,118800,"American Hospital Assn",3.21722655019183,"black","grey"
"illumina inc",FALSE,61700,"Illumina Inc",3.01320386901138,"black","grey"
